ID,DateTime,UserID,Controller,Action,Method,ActionParameters
575238,2019-11-27 10:31:09.590,5,ApplicationMenuItem,UpdateItem,POST,"{""id"":6,""model"":{""ID"":6,""ApplicationMenuCategoryID"":3,""ApplicationID"":null,""Order"":3,""Title"":""Labuitslagen"",""FrameTitle"":""Labuitslagen"",""URL"":null,""Icon"":0,""Type"":19,""HideForCareprovider"":true,""HideForDemo"":true,""HideForTrial"":true,""HideInsideOutsideReference"":false,""NavigatesBackToPrevious"":false,""ConclusionAndPolicyTemplateId"":null,""ConclusionAndPolicyDepartmentName"":null,""ConclusionAndPolicyColumnNames"":null,""ConclusionAndPolicyConsultTypes"":null,""ConclusionAndPolicyStartDate"":null,""ConclusionAndPolicyDelay"":null,""LetterViewBaseUrl"":null,""Description"":""<p>Bekijk uw labuitslagen.</p>\n"",""SettingsDescription"":"""",""SettingsPush"":false,""SettingsPushDescription"":null,""SettingsSMS"":false,""SettingsSMSDescription"":null,""SettingsEmail"":false,""SettingsEmailDescription"":null,""SMSEmailDescription"":"""",""UseSAMLPortalIntegration"":false,""ShowPopup"":true,""ShowPopupAgain"":false,""PopupTitle"":""Voordat u verder gaat"",""PopupContent"":""<p>Het kan zijn dat de arts de labuitslagen nog niet met u besproken heeft. Wilt u deze toch bekijken?</p>\n"",""ShowPopupAgainContent"":null,""ShowLoadingIndicator"":false,""NotificationId"":13,""Notification"":{""ID"":13,""Code"":null,""Title"":null,""NotificationAction"":7,""Recurring"":false,""RecurringType"":0,""MomentHours"":0,""MomentMinutes"":0,""Frequency"":0,""AfterDaysAfterAppointment"":0,""UntilDaysAfterAppointment"":0,""Before"":false,""MinutesBeforeAfter"":0,""IsEmail"":false,""IsSMS"":false,""IsPush"":true,""EmailSubject"":""Nieuwe labuitslagen"",""EmailText"":null,""SMSText"":""U kunt uw nieuwe labuitslagen bekijken."",""Gender"":null,""CountTEEmbryo"":false,""IsGeneral"":false,""StartDateTime"":null,""EndDateTime"":null}}}"
575239,2019-11-27 10:31:09.680,5,ApplicationMenuItemFaqList,Index,GET,"{""applicationMenuItemId"":6}"
575240,2019-11-27 10:31:09.680,5,ApplicationMenuItemLink,Index,GET,"{""applicationMenuItemId"":null}"
575241,2019-11-27 10:31:09.680,5,ApplicationMenuItemArticle,Index,GET,"{""applicationMenuItemId"":6}"
575242,2019-11-27 10:31:09.683,5,ApplicationMenuItemTemplate,Index,GET,"{""applicationMenuItemId"":6}"
575243,2019-11-27 10:32:45.460,5,Login,Token,GET,{}
575244,2019-11-27 10:32:45.520,5,Environment,Get,GET,{}
575246,2019-11-27 10:33:32.263,5,Login,Login,POST,"{""model"":{""Username"":""Marte""}}"
575247,2019-11-27 10:33:32.303,5,Login,AuthCheck,GET,{}
575248,2019-11-27 10:33:32.330,5,Login,AuthCheck,GET,{}
575249,2019-11-27 10:33:32.387,5,Environment,Get,GET,{}
575250,2019-11-27 10:33:32.387,5,Addon,IsEnabled,GET,"{""name"":""FolderReview""}"
575251,2019-11-27 10:33:37.350,5,Settings,GetVirtualAssistantSettings,GET,{}
575252,2019-11-27 10:33:37.353,5,Application,Index,GET,"{""onlyAutomaticInvites"":null}"
575253,2019-11-27 10:33:37.353,5,Contentprofile,Index,GET,{}
575254,2019-11-27 10:33:37.363,5,Department,Index,GET,{}
575255,2019-11-27 10:33:37.363,5,Addon,IsEnabled,GET,"{""name"":""FolderReview""}"
575256,2019-11-27 10:33:37.403,5,Waypoint,Index,GET,"{""lite"":true,""basic"":null}"
575257,2019-11-27 10:33:37.410,5,Settings,GetKTOSettings,GET,{}
575258,2019-11-27 10:33:37.433,5,Pathway,Index,GET,"{""lite"":null,""applicationID"":null}"
