,ID,DateTime,UserID,UserAction
144,493726,2020-02-08 14:01:24.360,5,Select Menu Item Type
145,493727,2020-02-08 14:01:24.360,5,Select MenuType
146,493728,2020-02-08 14:01:24.360,5,Add FAQ to MenuItem
147,493729,2020-02-08 14:01:30.907,5,Open FAQ Page
150,493732,2020-02-08 14:01:44.500,5,Add FAQ to MenuItem
151,493733,2020-02-08 14:01:44.500,5,Select MenuType
152,493734,2020-02-08 14:01:47.377,5,Open FAQ Page
154,493736,2020-02-08 14:02:03.690,5,Add FAQ to MenuItem
155,493737,2020-02-08 14:02:03.690,5,Select Menu Item Type
156,493738,2020-02-08 14:02:03.690,5,Select MenuType
157,493739,2020-02-08 14:02:09.003,5,Open FAQ Page
159,493741,2020-02-08 14:02:22.050,5,Add FAQ to MenuItem
160,493742,2020-02-08 14:02:22.050,5,Select Menu Item Type
161,493743,2020-02-08 14:02:22.050,5,Select MenuType
162,493744,2020-02-08 14:02:31.580,5,Open FAQ Page
165,493747,2020-02-08 14:02:48.550,5,Select Menu Item Type
166,493748,2020-02-08 14:02:48.550,5,Select MenuType
167,493749,2020-02-08 14:02:55.067,5,Open FAQ Page
179,493761,2020-02-08 14:03:13.863,5,Select Menu Item Type
180,493762,2020-02-08 14:03:17.113,5,Open FAQ Page
182,493764,2020-02-08 14:03:37.020,5,Select Menu Item Type
183,493765,2020-02-08 14:03:37.020,5,Select MenuType
184,493766,2020-02-08 14:03:37.020,5,Add FAQ to MenuItem
186,493769,2020-02-08 14:06:41.723,5,Select Menu Item Type
187,493770,2020-02-08 14:06:41.723,5,Add FAQ to MenuItem
188,493771,2020-02-08 14:06:41.723,5,Select MenuType
189,493772,2020-02-08 14:06:43.460,5,Open FAQ Page
191,493774,2020-02-08 14:06:56.320,5,Select MenuType
192,493775,2020-02-08 14:06:56.320,5,Add FAQ to MenuItem
193,493776,2020-02-08 14:06:56.320,5,Select Menu Item Type
194,493777,2020-02-08 14:07:03.023,5,Open FAQ Page
196,493779,2020-02-08 14:07:15.240,5,Add FAQ to MenuItem
197,493780,2020-02-08 14:07:15.240,5,Select Menu Item Type
198,493781,2020-02-08 14:07:15.240,5,Select MenuType
199,493783,2020-02-08 14:12:03.137,5,Open FAQ Page
203,493787,2020-02-08 14:12:11.543,5,Select Menu Item Type
207,493791,2020-02-08 14:12:20.370,5,Select MenuType
208,493792,2020-02-08 14:12:22.510,5,Open FAQ Page
210,493794,2020-02-08 14:12:36.357,5,Add FAQ to MenuItem
211,493795,2020-02-08 14:12:36.357,5,Select MenuType
212,493796,2020-02-08 14:12:36.357,5,Select Menu Item Type
213,493797,2020-02-08 14:12:41.653,5,Open FAQ Page
215,493799,2020-02-08 14:12:57.653,5,Add FAQ to MenuItem
216,493800,2020-02-08 14:12:57.653,5,Select Menu Item Type
217,493801,2020-02-08 14:12:57.653,5,Select MenuType
218,493802,2020-02-08 14:13:00.107,5,Open ApplcationMenuCategory
219,493803,2020-02-08 14:13:06.090,5,Open ApplicationMenuItem
220,493804,2020-02-08 14:13:06.107,5,
221,493805,2020-02-08 14:13:06.107,5,Open Article Page
222,493806,2020-02-08 14:13:06.090,5,Open FAQ Page
223,493807,2020-02-08 14:13:24.840,5,Open FAQ Page
225,493809,2020-02-08 14:13:50.450,5,Add FAQ to MenuItem
226,493810,2020-02-08 14:13:50.450,5,Select Menu Item Type
227,493811,2020-02-08 14:13:50.450,5,Select MenuType
228,493812,2020-02-08 14:13:52.077,5,Open FAQ Page
230,493814,2020-02-08 14:14:05.670,5,Select Menu Item Type
231,493815,2020-02-08 14:14:05.670,5,Add FAQ to MenuItem
232,493816,2020-02-08 14:14:05.670,5,Select MenuType
233,493817,2020-02-08 14:14:10.077,5,Open FAQ Page
235,493819,2020-02-08 14:14:21.623,5,Add FAQ to MenuItem
236,493820,2020-02-08 14:14:21.623,5,Select Menu Item Type
237,493821,2020-02-08 14:14:21.623,5,Select MenuType
239,493823,2020-02-08 14:14:40.310,5,Select MenuType
240,493824,2020-02-08 14:14:40.310,5,Select Menu Item Type
241,493825,2020-02-08 14:14:40.310,5,Add FAQ to MenuItem
242,493826,2020-02-08 14:14:41.547,5,Open ApplcationMenuCategory
246,493831,2020-02-08 14:14:50.890,5,Open Article Page
247,493832,2020-02-08 14:14:56.827,5,Open FAQ Page
249,493834,2020-02-08 14:15:11.250,5,Add FAQ to MenuItem
250,493835,2020-02-08 14:15:11.250,5,Select Menu Item Type
251,493836,2020-02-08 14:15:11.250,5,Select MenuType
253,493838,2020-02-08 14:15:19.860,5,Select MenuType
254,493839,2020-02-08 14:15:19.860,5,Add FAQ to MenuItem
255,493840,2020-02-08 14:15:19.860,5,Select Menu Item Type
256,493841,2020-02-08 14:15:23.327,5,Open FAQ Page
258,493843,2020-02-08 14:15:36.360,5,Add FAQ to MenuItem
259,493844,2020-02-08 14:15:36.360,5,Select MenuType
260,493845,2020-02-08 14:15:36.360,5,Select Menu Item Type
261,493846,2020-02-08 14:15:42.920,5,Open FAQ Page
263,493848,2020-02-08 14:15:56.343,5,Add FAQ to MenuItem
264,493849,2020-02-08 14:15:56.343,5,Select Menu Item Type
265,493850,2020-02-08 14:15:56.343,5,Select MenuType
266,493851,2020-02-08 14:16:02.233,5,Open FAQ Page
269,493854,2020-02-08 14:16:16.877,5,Select MenuType
270,493855,2020-02-08 14:16:16.877,5,Select Menu Item Type
272,493857,2020-02-08 14:16:31.407,5,Select Menu Item Type
273,493858,2020-02-08 14:16:31.407,5,Add FAQ to MenuItem
274,493859,2020-02-08 14:16:31.407,5,Select MenuType
275,493860,2020-02-08 14:16:32.953,5,Select MenuType
276,493861,2020-02-08 14:16:32.953,5,Select Menu Item Type
277,493862,2020-02-08 14:16:32.953,5,Add FAQ to MenuItem
279,493864,2020-02-08 14:16:36.830,5,Select Menu Item Type
280,493865,2020-02-08 14:16:36.830,5,Select MenuType
281,493866,2020-02-08 14:16:36.830,5,Add FAQ to MenuItem
283,493868,2020-02-08 14:16:38.187,5,Add FAQ to MenuItem
284,493869,2020-02-08 14:16:38.187,5,Select Menu Item Type
285,493870,2020-02-08 14:16:38.187,5,Select MenuType
286,493871,2020-02-08 14:16:46.627,5,Open FAQ Page
290,493875,2020-02-08 14:17:01.173,5,Select Menu Item Type
292,493877,2020-02-08 14:17:02.517,5,Select Menu Item Type
293,493878,2020-02-08 14:17:02.517,5,Add FAQ to MenuItem
294,493879,2020-02-08 14:17:02.517,5,Select MenuType
296,493881,2020-02-08 14:17:14.940,5,Add FAQ to MenuItem
297,493882,2020-02-08 14:17:14.940,5,Select Menu Item Type
298,493883,2020-02-08 14:17:14.940,5,Select MenuType
304,493889,2020-02-08 14:17:21.047,5,Select Menu Item Type
305,493890,2020-02-08 14:17:21.047,5,Add FAQ to MenuItem
306,493891,2020-02-08 14:17:21.047,5,Select MenuType
307,493892,2020-02-08 14:17:23.143,5,Open ApplcationMenuCategory
310,493895,2020-02-08 14:17:28.627,5,Open Article Page
311,493896,2020-02-08 14:17:28.627,5,
313,493898,2020-02-08 14:17:56.643,5,Select MenuType
314,493899,2020-02-08 14:17:56.643,5,Select Menu Item Type
315,493900,2020-02-08 14:17:56.643,5,Add FAQ to MenuItem
319,493904,2020-02-08 14:18:12.097,5,Select MenuType
329,493914,2020-02-08 14:18:16.283,5,Select MenuType
330,493915,2020-02-08 14:18:16.283,5,Add FAQ to MenuItem
331,493916,2020-02-08 14:18:16.283,5,Select Menu Item Type
337,493922,2020-02-08 14:18:18.393,5,Select Menu Item Type
338,493923,2020-02-08 14:18:18.393,5,Add FAQ to MenuItem
339,493924,2020-02-08 14:18:18.393,5,Select MenuType
340,493925,2020-02-08 14:18:24.580,5,Add FAQ to MenuItem
341,493926,2020-02-08 14:18:24.580,5,Select Menu Item Type
342,493927,2020-02-08 14:18:24.580,5,Select MenuType
344,493929,2020-02-08 14:18:28.143,5,Select Menu Item Type
345,493930,2020-02-08 14:18:28.143,5,Select MenuType
346,493931,2020-02-08 14:18:28.143,5,Add FAQ to MenuItem
347,493932,2020-02-08 14:18:29.737,5,Select MenuType
348,493933,2020-02-08 14:18:29.737,5,Add FAQ to MenuItem
349,493934,2020-02-08 14:18:29.737,5,Select Menu Item Type
351,493936,2020-02-08 14:18:31.860,5,Add FAQ to MenuItem
352,493937,2020-02-08 14:18:31.860,5,Select MenuType
353,493938,2020-02-08 14:18:31.860,5,Select Menu Item Type
355,493940,2020-02-08 14:18:33.127,5,Add FAQ to MenuItem
356,493941,2020-02-08 14:18:33.127,5,Select MenuType
357,493942,2020-02-08 14:18:33.127,5,Select Menu Item Type
359,493944,2020-02-08 14:18:52.377,5,Select Menu Item Type
360,493945,2020-02-08 14:18:52.377,5,Add FAQ to MenuItem
361,493946,2020-02-08 14:18:52.377,5,Select MenuType
364,493949,2020-02-08 14:18:59.363,5,Login
365,493950,2020-02-08 14:18:59.363,5,Open Application Page
366,493951,2020-02-08 14:18:59.383,5,Open Careprovider Page
368,493953,2020-02-08 14:18:59.383,5,Open Article Page
369,493954,2020-02-08 14:18:59.363,5,Login
371,493956,2020-02-08 14:19:00.830,5,Open Application Page
377,493962,2020-02-08 14:19:10.533,5,Open Article Page
381,493967,2020-02-08 14:21:14.193,5,Open FAQ Page
383,493969,2020-02-08 14:21:37.677,5,Add FAQ to MenuItem
384,493970,2020-02-08 14:21:37.677,5,Select MenuType
385,493971,2020-02-08 14:21:37.677,5,Select Menu Item Type
386,493972,2020-02-08 14:21:44.067,5,Open ApplcationMenuCategory
388,493974,2020-02-08 14:22:57.727,5,Open File Page
391,493977,2020-02-08 14:23:42.240,5,Open Application Page
392,493978,2020-02-08 14:23:42.240,5,Open Careprovider Page
393,493979,2020-02-08 14:23:42.240,5,Open Article Page
395,493981,2020-02-08 14:23:43.257,5,Open Application Page
398,493984,2020-02-08 14:23:44.837,5,Open General Settings Page
399,493985,2020-02-08 14:23:45.883,5,Set Style
400,493986,2020-02-08 14:24:01.147,5,Save Style
401,493987,2020-02-08 14:24:02.367,5,Set Style
402,493988,2020-02-08 14:24:06.100,5,Set Style
